rain[mm]	 temperature[°C]	 irradiance[mümol/s/m2]	 day_length[h]	 PET[mm]	co2[ppm]
29.6	27.1	770.4	12	2.7	400
10.1	23.3	940	12	2.5	400
0	24.7	812.4	12	2.6	400
24	26.2	790.6	12	2.7	400
0	26.1	746.5	12	2.7	400
0.7	19.9	942.9	12	2.4	400
0.4	25.8	552.5	12	2.7	400
0	23.8	790.9	12	2.6	400
0	30.4	873.3	12	2.9	400
16.1	25.9	828	12	2.7	400
18.2	25.4	972.5	12	2.7	400
14.2	26.9	896.9	12	2.8	400
0	22.8	731.1	12	2.6	400
11.8	28.1	967.1	12	2.8	400
11.1	22.8	835.8	12	2.6	400
0	21.4	800.6	12	2.6	400
0	21.7	768.3	12	2.6	400
6.6	25.9	828.9	12	2.8	400
6.3	22.9	774	12	2.7	400
0	24.8	831.3	12	2.8	400
4.5	25.9	924.5	12	2.8	400
1.1	25	901.2	12	2.8	400
25	23.3	843.9	12	2.7	400
4	24.4	747.1	12	2.8	400
0	25	750.9	12	2.8	400
4.8	24.7	852.1	12	2.8	400
0	22.3	921.8	12	2.7	400
4.2	24.8	1045.3	12	2.9	400
0	24.1	912	12	2.8	400
2	21.4	743.4	12	2.7	400
0	25.3	742.7	12	2.9	400
0	26.1	1095.3	12	3	400
14.2	21.9	958.9	12	2.8	400
0	26.1	813.9	12	3	400
7.6	26.6	1058	12	3.1	400
0	27.2	1004	12	3.1	400
28.3	20.5	919	12	2.8	400
0	18.8	971.6	12	2.7	400
2.3	22.7	718.5	12	2.9	400
1.2	24.6	1036.1	12	3	400
3.9	25.1	892.2	12	3.1	400
2.4	27.2	825.9	12	3.2	400
3.7	25	907.3	12	3.1	400
0	25.6	907.2	12	3.2	400
0.1	23.2	911.5	12	3	400
14.2	24.1	964.7	12	3.1	400
4.6	23.6	983.5	12	3.1	400
4.9	20.8	863.9	12	3	400
2.9	26.4	1084.5	12	3.3	400
0	20.6	1020.8	12	3	400
0	25.8	959.5	12	3.3	400
19.4	25.8	884.2	12	3.3	400
0	21.8	865.2	12	3.1	400
0	25.2	942.7	12	3.3	400
3.2	19.9	996.4	12	3	400
10.5	25.3	810.4	12	3.4	400
5.4	24.9	942.9	12	3.4	400
12.2	25.3	763.6	12	3.4	400
16.1	21.1	1064.5	12	3.2	400
0	26.6	989.1	12	3.5	400
0.6	24.8	965.6	12	3.4	400
0	24.7	957.3	12	3.4	400
54.4	27.6	882.4	12	3.6	400
2.2	23	1040.4	12	3.4	400
0	24.8	742.2	12	3.5	400
0	22.7	893.2	12	3.4	400
18	24.5	969.6	12	3.5	400
0	25.1	784.4	12	3.6	400
4.1	24.9	917.4	12	3.6	400
2.6	23.1	1077.8	12	3.5	400
0	22.6	996.6	12	3.5	400
4.5	25	922.5	12	3.6	400
0	23.3	899.5	12	3.6	400
0	25.3	992.5	12	3.7	400
22.6	21.8	1035.6	12	3.5	400
0	23	1055.9	12	3.6	400
9.7	29	828.9	12	4	400
7.7	21.2	973.4	12	3.5	400
0	23.9	1109.9	12	3.7	400
0	24.1	939.3	12	3.7	400
3.9	22.9	1249.2	12	3.7	400
0	24.5	936	12	3.8	400
4.7	24.7	1032.3	12	3.8	400
13.5	22.6	1076.6	12	3.7	400
8.5	18.2	1259.9	12	3.4	400
0	29.5	1261.2	12	4.1	400
24.2	24.4	984.5	12	3.9	400
0	24.8	877.5	12	3.9	400
5.6	21.4	974.5	12	3.7	400
1.4	26.3	1142.7	12	4	400
27.7	19.4	1048	12	3.6	400
21	21.5	1046.5	12	3.7	400
0	21.4	867.7	12	3.8	400
0	23.3	1094.4	12	3.9	400
0	20.1	1144.4	12	3.7	400
6.5	27.4	1178.2	12	4.2	400
4.4	26.6	1076.6	12	4.2	400
0	22.7	865.9	12	3.9	400
5.1	20.9	1081.8	12	3.8	400
0	25	1308.9	12	4.1	400
0	25.3	1104.5	12	4.1	400
10.5	25.7	1019.6	12	4.2	400
0	23.4	1053.2	12	4	400
2.2	23	987.8	12	4	400
0	22.8	1194	12	4	400
2.1	25	889.2	12	4.2	400
0	22.9	1259.3	12	4	400
24.2	24.2	1117.6	12	4.1	400
0	21.2	1060.1	12	3.9	400
24.4	26.7	847.9	12	4.3	400
0	26.2	943.6	12	4.3	400
7.8	24.3	1225	12	4.2	400
0	23	1064.9	12	4.1	400
0	23.5	1267.8	12	4.2	400
0	22.1	1042	12	4.1	400
0	24.9	951	12	4.3	400
8.8	24.9	1152.2	12	4.3	400
0	19.2	1081.6	12	3.9	400
0	25.1	1079.9	12	4.3	400
2	23	1268.1	12	4.2	400
0	23.9	1120.4	12	4.3	400
12.2	25.4	1029.4	12	4.4	400
0	24.6	1149.5	12	4.3	400
16.9	23.7	1101.5	12	4.3	400
0	23.6	1257.4	12	4.3	400
16.9	19.9	1217.4	12	4	400
0	21.7	1287.9	12	4.1	400
0	25.2	940.6	12	4.4	400
0	25.1	1011.9	12	4.4	400
0	30.9	1155.4	12	4.8	400
0	27.7	1182.5	12	4.6	400
17.2	24.5	1184.6	12	4.4	400
0	21.7	1260	12	4.2	400
0	24.5	1210.2	12	4.4	400
33.6	22.9	1162.6	12	4.3	400
0	25.6	1019.3	12	4.5	400
20.6	23.7	979.6	12	4.4	400
0	26.5	1152.2	12	4.6	400
13.3	23.9	1092.3	12	4.4	400
0	24.5	1050.2	12	4.4	400
0	23.8	1291.8	12	4.4	400
0	29.1	1266.8	12	4.8	400
0.6	21.3	1011.9	12	4.2	400
0	26.3	1137.4	12	4.6	400
0	22.2	1287.3	12	4.3	400
1.2	22.6	1235.6	12	4.3	400
0	20.6	1082.5	12	4.2	400
11	23.4	1273.5	12	4.4	400
3.3	23	1028	12	4.4	400
6	27.6	1258.3	12	4.7	400
0	22.1	812.1	12	4.3	400
18	22.4	1168.5	12	4.3	400
0	23.3	1383.3	12	4.4	400
0	25.1	1045.3	12	4.5	400
0	25	1257.6	12	4.5	400
6	23.9	1143.4	12	4.4	400
0	26.7	1228.9	12	4.6	400
18.7	26.2	1187.4	12	4.6	400
0	25.7	1032.7	12	4.6	400
8.4	26.1	1238.3	12	4.6	400
11.4	27.5	1078.9	12	4.7	400
0	26.2	1188.1	12	4.6	400
0	23.8	1258.2	12	4.4	400
14	23.8	1150.2	12	4.5	400
0	23.9	1242.2	12	4.5	400
0.7	26.6	1192.7	12	4.7	400
28.7	23.4	1083.9	12	4.4	400
0	23.7	1249.7	12	4.4	400
4.7	21.5	1040.6	12	4.3	400
0	18.1	1093.6	12	4	400
0	24.9	1455.7	12	4.5	400
0	24	1325	12	4.5	400
15.2	25.1	1263.5	12	4.6	400
0	23.6	1068.7	12	4.4	400
0	23.5	1344.5	12	4.4	400
0	23.2	1239.9	12	4.4	400
8.3	23.1	1114.3	12	4.4	400
4.7	21.8	1162	12	4.3	400
0	27.3	1518.7	12	4.7	400
0	23	1472.8	12	4.4	400
0	22.1	1145	12	4.3	400
9.7	19.4	1223.6	12	4.1	400
0	25	1131.4	12	4.6	400
16.6	25.6	1141.7	12	4.6	400
26.2	21.9	1040.1	12	4.3	400
21.9	28.1	1090.2	12	4.8	400
13.5	25.4	1132	12	4.6	400
31	22.2	936.8	12	4.3	400
58.7	28.5	1232.7	12	4.8	400
11	23.7	1241.7	12	4.4	400
0	27.3	1094.4	12	4.7	400
22.7	25.5	1261.7	12	4.6	400
0	24.5	1171.1	12	4.5	400
0	22.9	1188.5	12	4.4	400
0.1	21.1	1190.9	12	4.2	400
22.1	25.5	1106.5	12	4.6	400
1.1	27.2	1289	12	4.7	400
0.3	29.9	1202.5	12	4.9	400
30.3	22.9	1296.6	12	4.4	400
0	24.4	1204.4	12	4.5	400
15.7	23.4	1158.5	12	4.4	400
23.5	21.2	1184.4	12	4.2	400
66.6	26	1170.7	12	4.6	400
0	20.6	997.7	12	4.2	400
4.1	22.7	1212.8	12	4.3	400
0	27	1199	12	4.6	400
2	25.8	1106.3	12	4.6	400
15.2	26.9	1421.4	12	4.6	400
14	23.4	1146	12	4.4	400
3.6	23.8	1061.7	12	4.4	400
99.2	25.9	1159	12	4.6	400
0	21.5	1304	12	4.2	400
78	20.1	1271.9	12	4.1	400
26.6	23	1102.9	12	4.3	400
7.8	22.2	1092.4	12	4.3	400
51	25.7	1199.3	12	4.5	400
0	24.7	939.5	12	4.4	400
0	20.1	1168.5	12	4.1	400
7.4	23.6	1255.5	12	4.3	400
2.5	26	1086.9	12	4.5	400
0	22	929.5	12	4.2	400
12	24.2	1267.2	12	4.4	400
2.5	19.7	1125.9	12	4	400
52.4	28.2	1019.6	12	4.6	400
0	23.3	1057.6	12	4.3	400
7.2	23.6	1049.5	12	4.3	400
0	19.8	1225.4	12	4	400
0	22.6	1064.3	12	4.2	400
20.7	24.6	944.6	12	4.3	400
0	25.1	902.7	12	4.4	400
16.5	28.5	869.2	12	4.6	400
0	23.2	1130.4	12	4.2	400
9	24.8	1100.7	12	4.3	400
17.3	26.5	1077.5	12	4.4	400
0	25	1086.1	12	4.3	400
0.9	21.5	1144.9	12	4	400
23.3	24.1	1038.3	12	4.2	400
30.9	29.9	961.8	12	4.6	400
64.4	23.7	1026.8	12	4.2	400
0	25.7	1107.5	12	4.3	400
0	20.8	1038.5	12	3.9	400
5.4	21.5	1062.3	12	4	400
37.9	26	1202.4	12	4.3	400
4.9	26.1	811.5	12	4.3	400
59.5	19.4	1070.3	12	3.8	400
4.4	19.8	1139.2	12	3.8	400
0	20.9	1171.7	12	3.9	400
0	22.7	1005.4	12	4	400
7.6	20	857.9	12	3.8	400
0	27.5	1057.4	12	4.3	400
8.3	22.2	946.6	12	3.9	400
34.1	25.9	902.3	12	4.1	400
0	28.8	1031.8	12	4.3	400
0	27.9	836.6	12	4.2	400
60.8	26.6	1133.4	12	4.1	400
52.4	27.3	997.3	12	4.2	400
45.3	26.5	1205.6	12	4.1	400
0	26	912	12	4.1	400
0	24.9	1140.2	12	4	400
0	22.3	1247.5	12	3.8	400
18.1	25.8	1035.3	12	4	400
34	24	894	12	3.9	400
0	23.9	1086.5	12	3.8	400
9.5	24.9	834.6	12	3.9	400
31.1	25.8	1112.1	12	3.9	400
0	22.4	920.5	12	3.7	400
22	19.6	983.6	12	3.5	400
5.6	26.9	1074.8	12	3.9	400
0	19.8	1093.3	12	3.5	400
2	20.8	956.2	12	3.5	400
26.6	24.4	791.4	12	3.7	400
72.2	24.6	1024.2	12	3.7	400
0	22.7	831.7	12	3.6	400
6.5	22.2	1057.7	12	3.5	400
0	23	1085.9	12	3.6	400
24.6	27.5	1118.8	12	3.8	400
12.7	29.7	1026.4	12	3.9	400
0	24	912.4	12	3.6	400
0	23.7	952.5	12	3.5	400
30	28.6	932.2	12	3.8	400
0	24.5	913.5	12	3.5	400
0.9	24.3	1011.8	12	3.5	400
17.3	21.3	917	12	3.3	400
0	21.9	867.6	12	3.3	400
0	23	1080.9	12	3.4	400
4.7	23.1	773.2	12	3.4	400
12.8	29.4	840.8	12	3.7	400
0	20.7	781.2	12	3.2	400
20.1	24.7	985.6	12	3.4	400
0	28	1000.5	12	3.6	400
1.4	24.5	787.2	12	3.4	400
6.4	24.8	841	12	3.4	400
4.8	23.9	813.8	12	3.3	400
19	17.5	948.4	12	2.9	400
0	23.3	866.1	12	3.2	400
63.2	25	979.4	12	3.3	400
3	22	1008.9	12	3.1	400
0	25.5	851.6	12	3.3	400
23.8	24.3	896.4	12	3.2	400
0	22.6	953.6	12	3.1	400
0	24.2	783.1	12	3.2	400
3	23.4	971	12	3.1	400
70.5	23.3	847.3	12	3.1	400
0	23.6	968.5	12	3.1	400
19.9	22	959.3	12	3	400
0.3	21.3	794.4	12	2.9	400
24.5	24.1	877.5	12	3	400
0.2	28.2	858.8	12	3.2	400
0	27.4	859.5	12	3.2	400
1	21.6	981.9	12	2.9	400
20.9	25.8	908.2	12	3.1	400
0	27	802.4	12	3.1	400
0.9	19.4	825.8	12	2.7	400
0	24.9	774.9	12	3	400
11.1	23.3	956	12	2.9	400
0	26.3	982.4	12	3	400
0	21.1	844.7	12	2.7	400
5	21.8	939.8	12	2.8	400
0	25.6	718.6	12	2.9	400
8.3	24.9	723	12	2.9	400
0	25.3	790.6	12	2.9	400
0	27.2	754.9	12	3	400
10	28.4	899.9	12	3	400
6.4	23.1	918.6	12	2.7	400
3.7	19	926	12	2.5	400
0	24.6	636.5	12	2.8	400
25.3	22.3	879.6	12	2.7	400
27.3	23.6	788	12	2.7	400
5.3	25.1	946.3	12	2.8	400
40.6	21.8	709.6	12	2.6	400
0	27.3	770.2	12	2.8	400
49.8	23.1	832.5	12	2.6	400
0	20.9	666.8	12	2.5	400
16.7	26	863.9	12	2.8	400
3.6	22.9	815.2	12	2.6	400
0	23	620.4	12	2.6	400
9.2	23.8	950.1	12	2.6	400
27.7	23.7	803.8	12	2.6	400
0.5	22.5	811.3	12	2.6	400
0	23.6	890.7	12	2.6	400
0	24.6	631.6	12	2.6	400
0	26.9	802.9	12	2.7	400
21	22.8	691.5	12	2.5	400
31.9	22.9	750.4	12	2.5	400
0	23.8	835.9	12	2.6	400
4.4	27	679.4	12	2.7	400
4.2	28.5	919	12	2.8	400
7.3	22.4	561.8	12	2.5	400
0	25.8	761	12	2.7	400
0	28.9	726.9	12	2.8	400
0	22.7	765.9	12	2.5	400
0	21.2	915.1	12	2.4	400
2.5	23.5	733.2	12	2.5	400
5.8	21.6	787.3	12	2.4	400
0	27.2	740.3	12	2.7	400
0.7	24.5	827.3	12	2.6	400
0	25.4	836	12	2.6	400
2.4	21.8	737.1	12	2.5	400
9.2	23.3	689.4	12	2.5	400
2.8	23.3	780.5	12	2.5	400
2.5	21.3	867.9	12	2.4	400
1.5	25.6	794.3	12	2.6	400
0	24.1	813.6	12	2.6	400
0	26.1	827.9	12	2.7	400
2.4	21.8	914.1	12	2.5	400
1.3	26.3	770.3	12	2.7	400
0	25.7	741.3	12	2.7	400
8.7	25.2	726	12	2.6	400
4.6	20.9	684.9	12	2.4	400
8.2	22.4	907.5	12	2.5	400
9.6	25.3	718.5	12	2.7	400
7.6	25.7	861.2	12	2.7	400
20.5	21.3	797.7	12	2.5	400
0	26	952.1	12	2.7	400
11.7	26.6	861.2	12	2.7	400
10.9	23.4	880.2	12	2.6	400
25.6	23.7	876.4	12	2.6	400
0	23.8	903.6	12	2.6	400
8.7	22.8	751.7	12	2.6	400
0	27	883.3	12	2.8	400
0	27.8	830.7	12	2.9	400
9.5	25.6	795.7	12	2.8	400
58.6	20.7	909.6	12	2.5	400
7.9	21.6	849.3	12	2.6	400
0	21.9	817.1	12	2.6	400
6.5	23	923.4	12	2.7	400
0	21	688.8	12	2.6	400
10.6	24.4	1041.3	12	2.8	400
16.1	26.6	928.3	12	2.9	400
0	21	986.5	12	2.6	400
0	24.1	751.2	12	2.8	400
18.2	21.7	963.7	12	2.7	400
1.1	22.5	871	12	2.7	400
0	25.3	849.5	12	2.9	400
0	21.9	950	12	2.7	400
7.5	24.7	856.7	12	2.9	400
0.9	29.6	736.2	12	3.1	400
0	22.3	870.8	12	2.8	400
0	22.5	902.7	12	2.8	400
0	20.9	933.4	12	2.8	400
3.3	27.8	875.4	12	3.1	400
0	22.4	942.8	12	2.9	400
14.2	25.5	870.3	12	3	400
0	27.6	675.3	12	3.2	400
0.6	24.8	829	12	3	400
11.9	23.6	895.4	12	3	400
0	23.3	982.3	12	3	400
5.9	24	934	12	3.1	400
3.4	26.2	667.8	12	3.2	400
7.5	24.7	922.8	12	3.1	400
23.9	27.7	895.1	12	3.3	400
9.7	28.4	784	12	3.3	400
7.5	24.8	971.9	12	3.2	400
0	23.9	781.3	12	3.1	400
9.6	24.5	881	12	3.2	400
0	26.3	875.6	12	3.3	400
11.9	23.1	959.6	12	3.2	400
0	22.1	986.4	12	3.1	400
1.1	21.8	931	12	3.1	400
0	20.6	918.7	12	3.1	400
4.7	23	1021.8	12	3.2	400
0	27.1	929.3	12	3.5	400
0.3	22.4	888	12	3.2	400
0	26.2	871.6	12	3.5	400
9.1	31.2	945.1	12	3.7	400
1.1	25.8	760.8	12	3.5	400
0	25.5	1089.3	12	3.5	400
5.8	26.1	905.1	12	3.5	400
0	25.3	935.5	12	3.5	400
0	23.5	981	12	3.4	400
11.2	27.5	723.4	12	3.7	400
2.3	26.9	1058.7	12	3.7	400
3	25.7	776.1	12	3.6	400
4.8	21.3	1078.3	12	3.4	400
7.4	23.4	889.5	12	3.5	400
3.4	22.2	976.3	12	3.4	400
0	23.5	988.2	12	3.5	400
0	27.1	1074.4	12	3.8	400
0	24.6	1027.8	12	3.6	400
16.6	22.4	975.1	12	3.5	400
0	22.2	736.4	12	3.5	400
18.5	20.6	875.1	12	3.4	400
0	19.5	1182.6	12	3.4	400
0.8	22.1	1085.2	12	3.6	400
0	24	1072.1	12	3.7	400
7.9	19.1	951	12	3.4	400
0	24.9	1029.7	12	3.8	400
4.3	21.2	1086.5	12	3.6	400
0	22.4	1042.9	12	3.7	400
43.5	23.9	819.7	12	3.8	400
0	25.1	1089	12	3.9	400
6	25.1	978.4	12	3.9	400
37.5	19.3	974.9	12	3.5	400
0	26.1	990.6	12	4	400
2.8	23.3	983.7	12	3.8	400
0	25.1	1154.6	12	4	400
13.3	26.3	964.3	12	4.1	400
0.9	22.4	1000.4	12	3.8	400
22.3	23.4	868.5	12	3.9	400
11.9	25.7	1053	12	4.1	400
0	28.1	1029.9	12	4.2	400
5.3	22.9	1069.3	12	3.9	400
0.8	26.8	1071.2	12	4.2	400
0	24.3	1155	12	4	400
5.9	24.1	1274.9	12	4	400
2.4	26.5	969	12	4.2	400
0	21.5	1041.4	12	3.9	400
5.8	26.4	1082.2	12	4.2	400
0	19.8	1163.8	12	3.8	400
2.1	27	1066.1	12	4.3	400
0	21.4	1052	12	3.9	400
43.7	23.5	1076.6	12	4.1	400
0	25.8	1017.3	12	4.3	400
2.4	23.3	935.8	12	4.1	400
2	24.6	933.6	12	4.2	400
4.6	24.8	1290.2	12	4.2	400
35.7	28.1	1083.3	12	4.5	400
10.6	23.3	1321.7	12	4.1	400
14.4	26.6	1025.6	12	4.4	400
47.8	27.7	1037	12	4.5	400
3.5	20.1	1016.6	12	3.9	400
0	21.3	1026.4	12	4	400
0	28.6	1219.1	12	4.6	400
9.6	23.7	1123.2	12	4.2	400
2.5	25.1	1298.9	12	4.3	400
0	22.9	941.2	12	4.2	400
17.4	24.4	997.3	12	4.3	400
7.2	18.5	1175.9	12	3.9	400
0	24.4	1235.9	12	4.3	400
0	24.8	1154.9	12	4.4	400
0	22.7	995.3	12	4.2	400
7.9	19	1177.7	12	3.9	400
0	21.6	1079.9	12	4.1	400
0	23.1	984.5	12	4.3	400
10.7	27.5	1104.1	12	4.6	400
2.1	20.4	1184.8	12	4.1	400
0	28	1178.4	12	4.6	400
0	21.6	1127.5	12	4.2	400
0	22.2	977.5	12	4.2	400
8.6	26.1	1270.4	12	4.5	400
26.9	25.8	1091.4	12	4.5	400
8.1	26	1042.9	12	4.5	400
0	25.6	1149.1	12	4.5	400
0	20.4	993	12	4.1	400
5.7	23.1	1288.3	12	4.3	400
2.3	21.2	995.2	12	4.2	400
0	26.5	1451.5	12	4.6	400
17	24.7	1105.6	12	4.5	400
1.5	22.8	1327.1	12	4.3	400
3.4	24.8	1060.8	12	4.5	400
0	25.2	1180.6	12	4.5	400
0	24.7	1376.7	12	4.5	400
26.7	28	1206.9	12	4.7	400
0	24.1	1303	12	4.4	400
0	25.4	1173.7	12	4.5	400
0	26.1	872.3	12	4.6	400
0	24.1	1077.1	12	4.5	400
0	27.1	996.2	12	4.7	400
0	21.1	1263.6	12	4.2	400
11.3	25.5	994.4	12	4.6	400
0	25.7	1060	12	4.6	400
2	28.3	1187.3	12	4.8	400
7	23.6	1162.2	12	4.4	400
9.4	25.1	1258.5	12	4.5	400
0	24.8	1189.6	12	4.5	400
1.8	26.5	1061.8	12	4.6	400
0	20.4	1239.4	12	4.2	400
0	22.5	1252.1	12	4.3	400
0	21	1351.1	12	4.2	400
3.6	18.4	1104.1	12	4	400
8.8	23.4	1388.3	12	4.4	400
0	23.7	1056.2	12	4.4	400
12.5	22.6	1220.4	12	4.4	400
6.4	26.5	1247.2	12	4.7	400
1	25.6	1083.3	12	4.6	400
0	25.1	1068	12	4.6	400
0	26.1	923.3	12	4.6	400
7.5	26.3	1050.3	12	4.6	400
2.7	22.9	1117	12	4.4	400
39.7	29.2	1221.6	12	4.8	400
0	22.7	1215.8	12	4.4	400
26.3	21.4	1196.6	12	4.3	400
31.2	23.1	1145.5	12	4.4	400
2.3	21.8	1167.6	12	4.3	400
1.1	25	908.7	12	4.6	400
0	22.8	1157.4	12	4.4	400
0.1	27.5	1184.8	12	4.7	400
0	23.1	1290.6	12	4.4	400
0.8	28.2	1118.2	12	4.8	400
25	24.6	1048.8	12	4.5	400
3.7	27.8	1311.4	12	4.7	400
18.3	22.6	1213.9	12	4.4	400
43.8	25.6	897.8	12	4.6	400
0	23.8	1211.6	12	4.5	400
0	26.2	1125.9	12	4.6	400
0	22.7	1174.3	12	4.4	400
0	23.7	1243.1	12	4.4	400
27.3	21.5	1076.9	12	4.3	400
0	22.1	1124.5	12	4.3	400
9.3	21.2	1006.8	12	4.2	400
7.5	22.1	1093.1	12	4.3	400
0	22	1135.5	12	4.3	400
20.2	20.5	1207.2	12	4.2	400
0	19.4	919.6	12	4.1	400
13.9	26.9	1086.2	12	4.7	400
0	26.3	971.8	12	4.6	400
1.2	26.1	1098.1	12	4.6	400
13.2	25.8	1429.3	12	4.6	400
4.3	25.4	1116.6	12	4.5	400
10.8	24.5	1340.5	12	4.5	400
0	25.9	1350.7	12	4.6	400
40.7	26.5	1177.5	12	4.6	400
42.3	27.8	1345.3	12	4.7	400
18.5	25	1151.1	12	4.5	400
30.8	25.1	1161.8	12	4.5	400
6.4	23.9	1127.3	12	4.4	400
4	25.5	1082.8	12	4.5	400
57	27	1187.8	12	4.6	400
0	20.7	1027.2	12	4.1	400
0	21.8	1192.1	12	4.2	400
80.9	25.8	1196.5	12	4.5	400
0	25	1102.2	12	4.5	400
55.1	23.4	795.9	12	4.3	400
0.2	19.3	1127.8	12	4	400
77.7	22	1350.1	12	4.2	400
0	27.8	1233.3	12	4.6	400
0	23.7	1014.2	12	4.3	400
9.7	26.2	1056.7	12	4.5	400
0	23.1	1128.8	12	4.3	400
17.7	27.2	1151.7	12	4.6	400
0	30.5	1240.1	12	4.8	400
21.4	23.7	1171.1	12	4.3	400
8.7	26.8	1244.5	12	4.5	400
31.5	20.5	1338.5	12	4	400
0	23	815.7	12	4.2	400
15	27.6	1104.2	12	4.5	400
0	24.8	1283.8	12	4.3	400
7.3	28	1171.9	12	4.5	400
0	22.7	1082.3	12	4.2	400
10	29.9	1022.7	12	4.6	400
0	23.6	1155.7	12	4.2	400
19.1	23.1	934.9	12	4.2	400
34.7	23.7	1210.2	12	4.2	400
0	23.8	1103.3	12	4.2	400
0	26.4	1136.5	12	4.3	400
0	23.9	1056.2	12	4.2	400
0	24.5	1007.9	12	4.2	400
0	24	1142.9	12	4.1	400
1.2	20.1	1023.3	12	3.9	400
20.5	22.9	831.9	12	4	400
0	21.9	953.9	12	4	400
17.8	20	960	12	3.8	400
0	19.2	978.2	12	3.7	400
1	23.8	938.5	12	4	400
0	27	1018.8	12	4.2	400
12.5	25.4	1211.8	12	4.1	400
42.7	22	1022	12	3.9	400
0	23.9	1039.1	12	4	400
3.2	20.8	1067	12	3.8	400
26.2	23.9	925.9	12	4	400
21.8	28.1	987.4	12	4.2	400
47.8	22.4	850.2	12	3.8	400
11.7	21.9	1129.1	12	3.8	400
7.1	23.2	1158.6	12	3.9	400
0	28	1007	12	4.1	400
5.5	23.7	1043.9	12	3.9	400
0	24	1023.7	12	3.9	400
35.4	22.4	1034.8	12	3.7	400
0	23.4	1024.8	12	3.8	400
50.1	24.5	1043.4	12	3.8	400
0	25	1049.5	12	3.9	400
36.2	23.2	1141.3	12	3.7	400
0	23.1	857.4	12	3.7	400
22	24.6	1011.5	12	3.8	400
0	21.3	975	12	3.6	400
0	21.4	1019.6	12	3.5	400
0	21.1	974.7	12	3.5	400
0.6	23.1	1040.9	12	3.6	400
0	25.9	1040.8	12	3.8	400
13.3	27	807	12	3.8	400
0	23.3	883.7	12	3.6	400
4.5	22.2	903.4	12	3.5	400
5	24	971	12	3.6	400
0	25	951.9	12	3.6	400
23.4	23	945.6	12	3.5	400
0	25.8	1022.3	12	3.6	400
46.6	22	1053.7	12	3.4	400
5.9	22	946.1	12	3.4	400
0	21.1	883.4	12	3.3	400
1.8	21.9	1095	12	3.3	400
0	22.4	1069.8	12	3.3	400
10.3	25.6	910	12	3.5	400
0	24.4	950.7	12	3.4	400
7	26.2	967.9	12	3.5	400
1.1	22.7	859.3	12	3.3	400
0.7	26.8	923.2	12	3.5	400
0	30.7	976.3	12	3.7	400
0	24.6	774.5	12	3.3	400
9	23.7	851.8	12	3.3	400
5.7	27.6	880.9	12	3.4	400
0	22.9	917.8	12	3.2	400
58.4	23.2	1064	12	3.2	400
24.2	18.8	1027.6	12	2.9	400
6.4	24.9	839.2	12	3.2	400
0.4	21.8	902.1	12	3	400
23.7	26.7	828.7	12	3.3	400
12.4	25.9	799.1	12	3.2	400
7.3	24.2	864.4	12	3.1	400
0	23.8	792.2	12	3.1	400
0	25.1	834	12	3.1	400
34.9	27.3	1059.8	12	3.2	400
0	26	891.8	12	3.1	400
37.6	23.2	807.7	12	3	400
1.3	27.6	964.2	12	3.2	400
0	22.6	807.5	12	2.9	400
51.2	22.8	779.1	12	2.9	400
0	23	905.8	12	2.9	400
12.1	26.5	773.9	12	3.1	400
7.4	27.7	784.6	12	3.1	400
0	28.2	999.2	12	3.1	400
0	24.1	839.5	12	2.9	400
9.7	21.7	739.4	12	2.8	400
0	26.4	884.5	12	3	400
0.3	24.1	834.7	12	2.9	400
6.7	24.1	1031.5	12	2.8	400
13.7	24.6	809.7	12	2.8	400
0	21.2	868.9	12	2.7	400
20.7	25.3	735.2	12	2.9	400
0	23.2	784.1	12	2.7	400
0	23.2	835.2	12	2.7	400
0	19.9	868.4	12	2.6	400
0	22	878.9	12	2.6	400
19.3	23.5	969.7	12	2.7	400
11	26.5	884.3	12	2.8	400
22	25.7	696.7	12	2.8	400
8.9	25.6	870.2	12	2.8	400
0	26.9	808.9	12	2.8	400
55	22.6	745.4	12	2.6	400
15.2	28.2	796	12	2.9	400
71.9	22.7	779.6	12	2.6	400
4.1	25.2	807.2	12	2.7	400
24.6	22.8	778.2	12	2.6	400
0	28.7	669	12	2.8	400
0	25.8	731.9	12	2.7	400
9.3	27.2	730.5	12	2.8	400
0	22.5	794.2	12	2.5	400
19.2	27.1	711.6	12	2.7	400
7	20.5	773.1	12	2.4	400
9.9	24.2	812.5	12	2.6	400
0	23.6	818.8	12	2.6	400
17.4	22.8	741.9	12	2.5	400
0	22.9	828.3	12	2.5	400
2.4	24.1	734.4	12	2.6	400
10.1	21.3	954.3	12	2.4	400
0	23.5	844.8	12	2.5	400
10.8	24.4	835.5	12	2.6	400
0	24.9	906.7	12	2.6	400
0	24.8	808.8	12	2.6	400
55.6	22.1	709.9	12	2.5	400
21.6	21.2	700.3	12	2.4	400
0	24.6	925.4	12	2.6	400
40.3	22.2	772.5	12	2.5	400
0	22.2	819.3	12	2.5	400
0.8	24.8	868	12	2.6	400
0	22.8	673.5	12	2.5	400
0	27.5	740.5	12	2.7	400
5.7	19.7	819.9	12	2.4	400
0	23.1	695	12	2.5	400
0	29	893.1	12	2.8	400
11.7	24.1	862.7	12	2.6	400
6	21.2	799.2	12	2.4	400
21.1	26.6	871	12	2.7	400
0	25.5	763.3	12	2.7	400
1.6	21.3	792.8	12	2.5	400
0	18.5	801.3	12	2.3	400
0	21.9	729.9	12	2.5	400
